,,,,,,,,,,,,,,,,,,Mita-Line,,Oedo-Line,
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,23.2,91,0,2.2,north,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,23.5,90,0,1.9,north,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,23.8,88,0,1.9,north,0.13,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,23.9,88,0,1.2,north,0.36,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,24.3,85,0,3.9,northeast,0.76,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,24.7,83,0,3.4,north-northeast,0.65,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,25.8,78,0,2.1,north-northeast,0.67,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,25.5,76,0,2.2,north-northeast,0.39,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,25.9,74,0,3.5,east-northeast,1.38,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,26.1,74,0,3,north-northeast,1.4,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,27.4,67,0,3.2,north-east,2.26,,3,2,2,2
,15:00~16:00,Y,N,N,N,N,N,N,N,rainy,26.9,72,0,5,north-east,1.95,,3,2,2,2
,16:00~17:00,Y,N,N,N,N,N,N,N,rainy,29.3,62,0.1,4,east-northeast,1.48,,3,3,3,3
,17:00~18:00,Y,N,N,N,N,N,N,N,rainy,29.8,63,0.4,4.3,east-northeast,1.12,,4,4,4,4
,18:00~19:00,Y,N,Y,N,N,Y,N,N,rainy,28.4,63,0.9,3.8,northeast,0.59,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,Y,N,N,rainy,27.4,69,1.6,3.1,east-northeast,0.14,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,Y,N,N,rainy,26.5,68,0.9,3.8,east-northeast,0,,5,4,4,4
,21:00~22:00,Y,N,N,N,N,N,N,N,rainy,25.5,72,0.4,3.9,east-northeast,0,,4,3,3,3
,22:00~23:00,Y,N,N,N,N,N,N,N,rainy,24.7,77,0.1,3.7,northeast,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,rainy,24.2,79,0,3.8,northeast,0,,2,1,1,1
2022.09.08,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,23.9,80,0,2.5,east-northeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,23.7,80,0,2.6,northeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,23.1,83,0,1.6,north-northwest,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,23.7,80,0,1.6,northwest,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,22.9,84,0,2.1,northwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,22.8,85,0,2.2,northwest,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,22.9,83,0,1.6,north-northwest,0.24,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,23.4,80,0,1.9,north-northwest,0.93,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,24.2,76,0,3.3,north-northeast,1.23,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,25.6,65,0,3.6,north-northeast,1.89,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,26.3,61,0,2.2,north-northeast,1.26,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,27.2,57,0,1.8,northeast,1.49,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,27.2,60,0,2.7,north-northwest,1.92,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,28.4,59,0,3.1,east-northeast,2.05,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,28.8,57,0,3,north-northwest,2.12,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,29.2,59,0,3,north,1.65,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,29.8,56,0,3.1,east,1.24,,3,3,3,3
,17:00~18:00,Y,N,N,N,Y,N,N,N,cloudy,29.6,53,0,3.4,east,1.44,,4,4,4,4
,18:00~19:00,Y,N,Y,N,N,Y,N,N,cloudy,29.5,57,0,2.7,northeast,0.65,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,Y,N,N,cloudy,28.6,58,0,4.4,east,0.06,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,Y,N,N,cloudy,26.9,61,0,3.8,east,0,,5,4,4,4
,21:00~22:00,Y,N,N,N,N,Y,N,N,rainy,25.7,66,0,2.7,east-northeast,0,,4,3,3,3
,22:00~23:00,Y,N,N,N,N,N,N,N,rainy,25.1,66,0.1,2.6,north-northeast,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,rainy,24.4,69,0,1.7,north,0,,2,1,1,1
2022.09.09,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,24.6,69,0,1.3,north,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,24.2,71,0,2.4,north-northwest,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,23.9,73,0,1.4,north,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,23.7,72,0,2.3,north,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,24,73,0,1.3,north-northwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,22.9,72,0,2.2,north-northwest,0.04,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,rainy,22,77,0,2.2,west-northwest,0.55,,4,3,3,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,rainy,22.3,77,0.1,1.5,north,0.92,,4,3,3,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,rainy,23,75,0,1,west,1.59,,4,3,3,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,24.4,69,0,2.3,west-northwest,2.27,,3,3,3,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,25.4,68,0,1.7,northeast,2.59,,3,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,27.7,60,0,2.3,east-northeast,3.19,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,29.3,59,0,2.5,south-northeast,2.74,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,30.1,51,0,2.7,south-northeast,2.22,,4,4,4,4
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,30,52,0,5.3,south-northeast,2.99,,5,4,4,4
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,30.3,53,0,5.2,south,2.68,,5,4,4,4
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,30.8,51,0,4.6,south,2.17,,5,4,4,4
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,31.5,52,0,4.7,south-southwest,0.92,,5,4,4,4
,18:00~19:00,Y,N,Y,N,N,Y,N,N,cloudy,29.7,55,0,3.1,south,0.46,,4,4,3,3
,19:00~20:00,Y,N,Y,N,N,Y,N,N,cloudy,27.6,67,0,3.7,south-southeast,0.13,,3,3,3,3
,20:00~21:00,Y,N,N,N,N,Y,N,N,cloudy,27.1,73,0,2.9,south,0,,3,3,3,3
,21:00~22:00,Y,N,N,N,N,Y,N,N,cloudy,26.4,80,0,3.3,south,0,,3,3,3,3
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,26.1,83,0,2.8,south,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,25.9,82,0,3.2,south-southwest,0,,1,1,1,1
2022.09.10,0:00~1:00,N,Y,N,N,N,N,N,N,sunny,26,82,0,3.7,south-southwest,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,sunny,26.3,80,0,2.7,south,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,sunny,26.1,80,0,3.2,south-southwest,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,sunny,26,81,0,2.9,south,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,sunny,26.4,78,0,2.6,south-southwest,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,sunny,26,77,0,3.1,south-southwest,0.01,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,25,83,0,5.2,south,0.1,,4,3,3,3
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,24.6,86,0,4.1,south-southwest,0.27,,4,3,3,3
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,25.5,79,0,3.9,south,0.38,,4,3,3,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,cloudy,25.7,79,0,3.1,south,0.93,,3,3,3,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,cloudy,25.9,79,0,4.8,south-southeast,1.9,,3,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,cloudy,27.5,74,0,6.2,southeast,2.71,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,sunny,28.8,74,0,5.7,southeast,2.51,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,Y,N,N,sunny,29.8,67,0,6.5,southeast,2.97,,4,4,4,4
,14:00~15:00,N,Y,N,N,Y,Y,N,N,sunny,30.2,66,0,6.4,southeast,2.85,,5,4,4,4
,15:00~16:00,N,Y,N,N,Y,Y,N,N,sunny,29.8,66,0,6.4,south-southeast,2.6,,5,4,4,4
,16:00~17:00,N,Y,N,N,Y,Y,N,N,sunny,31.4,65,0,5.9,south-southeast,2.03,,5,4,4,4
,17:00~18:00,N,Y,N,N,Y,N,N,N,sunny,30.2,61,0,5.1,south-southeast,1.27,,5,4,4,4
,18:00~19:00,N,Y,N,N,N,N,N,N,sunny,30.1,60,0,3.9,south-southeast,0.69,,4,4,3,3
,19:00~20:00,N,Y,N,N,N,N,N,N,sunny,29.5,62,0,4.9,south-southeast,0.14,,3,3,3,3
,20:00~21:00,N,Y,N,N,N,N,N,N,sunny,28.1,68,0,4.1,south,0,,3,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,sunny,27.2,76,0,3.7,south-southeast,0,,3,3,3,3
,22:00~23:00,N,Y,N,N,N,N,N,N,sunny,26.6,80,0,2.6,south-southeast,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,sunny,26.3,84,0,2.7,south-southeast,0,,1,1,1,1
2022.09.11,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,25.9,86,0,2.7,southeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,25.6,89,0,2.3,south-southeast,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,25.5,89,0,1.7,southeast,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,25.3,90,0,1.4,south,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,25.4,89,0,1.1,south-southwest,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,25.5,86,0,1.6,south-southeast,0.01,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,25.6,85,0,0.9,west-northwest,0.13,,4,3,4,3
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,25.3,89,0,1.8,west-northwest,0.3,,5,3,4,3
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,25,90,0,1.3,south-southwest,1.28,,5,3,4,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,cloudy,26.3,84,0,1.4,south,0.72,,5,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,cloudy,27.9,77,0,1.8,southwest,0.89,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,cloudy,28,81,0,2.2,south,1.58,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,28.8,78,0,4.4,south-southeast,2.39,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,29.6,68,0,4,southeast,3.44,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,N,N,N,cloudy,31.8,58,0,4.1,south-southeast,3.04,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,N,N,N,cloudy,33,52,0,4.7,south-southeast,2.65,,3,2,2,2
,16:00~17:00,N,Y,N,N,Y,N,N,N,cloudy,33.6,50,0,4.6,south-southeast,1.83,,3,3,3,3
,17:00~18:00,N,Y,N,N,Y,N,N,N,cloudy,32.6,55,0,5.5,south-southeast,1.08,,4,4,4,4
,18:00~19:00,N,Y,N,N,N,N,N,N,cloudy,30.8,63,0,5,southeast,0.58,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,N,N,cloudy,30,65,0,4,southeast,0.07,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,cloudy,29.2,68,0,3.4,southeast,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,cloudy,28.4,72,0,4.3,southeast,0,,4,2,2,2
,22:00~23:00,N,Y,N,N,N,N,N,N,cloudy,27.9,75,0,3.2,east-southeast,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,cloudy,26.9,78,0,2,east-southeast,0,,2,1,1,1
2022.09.12,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,26.4,81,0,1.6,southeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,25.8,84,0,2.5,south-southeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,25.7,85,0,2.4,south-southeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,25.7,84,0,1.2,southeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,25.4,86,0,1.6,east,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,25.6,82,0,1.1,southeast,0,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,sunny,25.3,84,0,2.3,southeast,0.09,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,sunny,25.4,84,0,1.9,south-southeast,0.36,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,sunny,25.7,83,0,2.2,south-southeast,0.5,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,sunny,26.1,83,0,1.9,southeast,0.7,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,sunny,26.4,80,0,3.1,southeast,1.11,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,sunny,26.9,81,0,3,south-southeast,0.95,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,sunny,27.6,75,0,2.5,southeast,0.59,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,sunny,27.5,76,0,2.4,east-southeast,0.65,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,sunny,27.4,80,0,2.7,south,0.48,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,28.2,70,0,4,south-southeast,0.49,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,27.3,78,0,4.7,southeast,0.61,,3,3,3,3
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,27.5,77,0,5.5,southeast,0.18,,4,4,4,4
,18:00~19:00,Y,N,Y,N,N,N,N,N,cloudy,27.1,78,0,5,southeast,0.12,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,N,N,N,cloudy,26.2,81,0,2.6,east-southeast,0.01,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,N,N,N,cloudy,26,82,0,2.8,east,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,rainy,25.4,89,0,2.7,south-southeast,0,,4,2,2,2
,22:00~23:00,Y,N,N,N,N,N,N,N,rainy,24.5,98,0.1,2.6,south-southeast,0,,2,1,1,1
,23:00~0:00,Y,N,N,N,N,N,N,N,rainy,23.6,100,0,3.9,south-southeast,0,,1,1,1,1
2022.09.13,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,24.3,98,0,1.6,south-southeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,23.5,100,0,1.4,east,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,22.8,100,0,3.3,northeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,22.9,100,0,2.6,north-northeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,23,100,0,3.1,north-northeast,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,22.7,100,0,1.9,east-northeast,0,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,22.8,100,0,2.6,east-northeast,0.03,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,22.6,100,0,2.5,north-northeast,0.11,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,22.8,100,0,1.7,north-northeast,0.18,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,23.2,100,0,1.6,north-northeast,0.37,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,23.4,100,0,1.9,north-northeast,0.63,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,23.7,100,0,1.4,north-northwest,0.69,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,24.3,98,0,0.9,south-southwest,0.18,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,25,95,0,2,west-northwest,0.24,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,23.8,100,0,1.4,north-northeast,0.28,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,24.1,100,0,1.4,east-northeast,0.54,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,24.1,99,0,3.1,east,0.5,,3,3,3,3
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,24.9,98,0,2.5,east-northeast,0.3,,4,4,4,4
,18:00~19:00,Y,N,Y,N,N,N,N,N,sunny,24.5,96,0,1.9,east-northeast,0.13,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,N,N,N,sunny,24.3,95,0,2.9,east-southeast,0.03,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,N,N,N,sunny,24.2,95,0,2.5,east-northeast,0,,4,4,4,4
,21:00~22:00,Y,N,N,N,N,N,N,N,sunny,24.2,92,0,3,northeast,0,,4,3,3,3
,22:00~23:00,Y,N,N,N,N,N,N,N,sunny,23.7,95,0,1.2,east-northeast,0,,2,1,1,1
,23:00~0:00,Y,N,N,N,N,N,N,N,sunny,23.3,98,0,2.2,north-northeast,0,,1,1,1,1
2022.09.14,0:00~1:00,Y,N,N,N,N,N,N,N,sunny,23.3,98,0,2.7,northeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,sunny,23.5,97,0,3.3,northeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,sunny,23.4,97,0,2,northeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,sunny,23.3,98,0,2.4,northeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,sunny,23.4,97,0,2.2,east-northeast,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,sunny,23.3,96,0,2.8,north-northeast,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,sunny,23.3,96,0,2.9,northeast,0.09,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,sunny,23.4,95,0,2.4,northeast,0.32,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,sunny,23,98,0,3.1,north-northeast,0.64,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,sunny,23.7,94,0,2.3,northeast,0.86,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,sunny,24.6,87,0,3,north-northeast,0.87,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,sunny,25.1,86,0,2.8,north,1.71,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,sunny,25.2,84,0,2.5,north-northeast,0.71,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,sunny,26.8,82,0,2.8,east,0.45,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,sunny,25.4,87,0,2.7,east-northeast,0.48,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,24.2,94,0,3.3,northeast,0.3,,4,3,3,3
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,23.9,97,0,2.8,east-northeast,0.27,,5,4,4,4
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,23.6,97,0,2.4,east-northeast,0.12,,5,4,4,4
,18:00~19:00,Y,N,Y,N,N,N,Y,N,sunny,23.5,99,0,3.8,east-northeast,0.05,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,N,Y,N,sunny,23.4,99,0,2.4,east,0.01,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,N,Y,N,sunny,23.1,99,0,2.4,east,0,,4,4,4,4
,21:00~22:00,Y,N,N,N,N,N,Y,N,cloudy,23,100,0,1.8,east-northeast,0,,4,3,3,3
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,23,99,0,2.5,east-southeast,0,,2,1,1,1
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,22.9,100,0,1.9,east,0,,1,1,1,1
2022.09.15,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,23,99,0,1.9,east-southeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,23,100,0,0.9,east-southeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,23.1,100,0,1.3,east,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,23.2,100,0,2.1,southeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,23.2,100,0,2,east,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,23.4,99,0,2.3,east,0,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,23.3,100,0,1.2,east-southeast,0.05,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,23.5,100,0,3.2,southeast,0.31,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,23.5,100,0,2.1,south-southeast,0.25,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,23.9,96,0,2.6,south-southeast,0.39,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,24,93,0,1,south-southeast,0.11,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,23.8,97,0,3.8,south-southeast,0.67,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,23.4,100,0,2,south-southeast,0.88,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,23.5,96,0,2.6,east-southeast,0.57,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,24.6,97,0,2.1,south-southeast,0.44,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,25.3,94,0,3,east-southeast,0.24,,4,3,3,3
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,24.7,96,0,1,north,0.03,,5,4,4,4
,17:00~18:00,Y,N,N,N,Y,N,N,N,cloudy,24.4,97,0,2.5,east,0.02,,5,4,4,4
,18:00~19:00,Y,N,Y,N,N,N,Y,N,cloudy,24.1,100,0,1.9,east-northeast,0.01,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,N,Y,N,cloudy,24,100,0,3.1,southeast,0,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,N,Y,N,cloudy,23.9,100,0,2.1,southeast,0,,4,4,4,4
,21:00~22:00,Y,N,N,N,N,N,Y,N,cloudy,23.6,100,0,0.7,west-northwest,0,,4,3,3,3
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,23.4,100,0,1,south,0,,2,1,1,1
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,23.5,100,0,1.1,southwest,0,,1,1,1,1
2022.09.16,0:00~1:00,Y,N,N,N,N,N,N,N,sunny,23.6,100,0,0.7,north-northeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,sunny,23.6,100,0,0.7,east-southeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,sunny,23.5,100,0,0.8,east-northeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,sunny,23.5,100,0,0.5,northeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,sunny,23.5,100,0,1.8,northeast,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,sunny,22.9,100,0,1.3,north,0,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,sunny,22.9,100,0,1.5,north-northwest,0.01,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,sunny,22.8,100,0,2.6,northwest,0.09,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,sunny,23,100,0,1.7,west-northwest,0.19,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,sunny,22.9,100,0,2.7,west-northwest,0.36,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,sunny,23.1,100,0,1.2,west-northwest,0.39,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,sunny,23.2,100,0,1.8,west-northwest,0.23,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,sunny,23.5,100,0,0.6,west,0.23,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,sunny,24.2,99,0,1.2,south,0.48,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,sunny,24.2,98,0,2.1,southwest,0.42,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,24.4,99,0,2.2,southeast,0.39,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,24.3,99,0,2.3,south-southeast,0.34,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,24.4,99,0,2.5,south-southwest,0.42,,3,2,3,2
,18:00~19:00,Y,N,Y,N,N,N,N,N,sunny,24.3,99,0,2.5,south,0.19,,4,3,3,3
,19:00~20:00,Y,N,Y,N,N,N,N,N,sunny,23.4,100,0,3.3,south-southeast,0.04,,4,3,3,3
